study_time_min,practice_completion_rate,avg_quiz_score,quiz_attempts,hint_usage_rate,attendance_rate,days_since_last_activity,stress_index,prereq_mastery,device_reliability,mastery,gender,ses_index,first_gen
387.4,0.693,82.1,4,0.361,0.456,11.1,0.792,0.076,0.837,1,1,0.291,1
456.7,0.921,62.9,7,0.095,0.714,1.5,0.381,0.455,0.437,1,0,0.505,0
270.2,0.456,67.5,2,0.554,0.723,13.9,0.285,0.843,0.777,1,2,0.382,0
311.5,0.581,79.4,3,0.125,0.732,2.4,0.618,0.754,0.858,1,2,0.548,0
245.8,0.457,78.2,2,0.629,0.875,4.8,0.5,0.325,0.532,0,2,0.852,1
141.9,0.555,57.1,1,0.586,0.775,4.3,0.28,0.267,0.66,0,2,0.269,1
152.8,0.838,50.5,9,0.73,0.609,0.2,0.468,0.445,0.56,0,2,0.357,0
214.6,0.644,71.7,3,0.405,0.861,1.4,0.739,0.571,0.712,1,2,0.502,0
281.2,0.779,61.8,1,0.665,0.7,8.1,0.233,0.735,0.812,1,1,0.612,0
266.2,0.349,72.4,3,0.731,0.48,4.0,0.537,0.833,0.713,1,1,0.427,0
438.5,0.757,66.1,6,0.426,0.942,6.6,0.303,0.364,0.846,1,0,0.582,0
231.0,0.75,62.0,7,0.233,0.666,0.3,0.59,0.311,0.9,1,0,0.4,0
86.2,0.251,71.2,2,0.606,0.466,1.9,0.55,0.894,0.675,0,2,0.745,0
345.9,0.739,65.5,6,0.479,0.805,7.0,0.492,0.421,0.767,1,2,0.157,0
30.7,0.36,76.2,4,0.05,0.733,3.8,0.212,0.718,0.793,1,2,0.057,0
158.5,0.333,77.9,3,0.478,0.732,12.4,0.295,0.47,0.586,1,0,0.363,0
249.9,0.747,100.0,4,0.38,0.812,21.5,0.227,0.35,0.972,0,1,0.511,1
210.9,0.432,68.5,2,0.83,0.856,5.1,0.636,0.701,0.271,1,0,0.201,0
91.0,0.612,65.6,2,0.583,0.629,3.7,0.674,0.272,0.81,0,2,0.733,1
167.9,0.256,72.7,2,0.368,0.849,2.8,0.396,0.559,0.722,0,0,0.763,1
2.1,0.267,74.5,4,0.537,0.408,8.1,0.751,0.242,0.413,0,0,0.176,1
288.4,0.515,86.0,3,0.037,0.617,4.2,0.401,0.339,0.563,1,1,0.635,0
295.2,0.27,85.3,3,0.258,0.72,14.6,0.568,0.709,0.677,1,2,0.276,0
85.6,0.447,57.8,6,0.586,0.64,2.2,0.061,0.44,0.993,1,2,0.61,0
274.5,0.638,84.4,6,0.367,0.852,6.9,0.541,0.833,0.788,1,0,0.149,0
267.4,0.773,65.9,5,0.163,0.63,9.1,0.322,0.761,0.567,1,0,0.307,0
92.5,0.418,53.5,5,0.512,0.596,7.5,0.527,0.416,0.507,0,0,0.226,0
1.9,0.72,69.1,3,0.543,0.871,13.1,0.715,0.369,0.341,0,0,0.493,0
47.2,0.751,83.5,3,0.736,0.771,8.1,0.884,0.72,0.768,1,1,0.298,1
154.5,0.545,78.4,8,0.541,0.716,2.7,0.405,0.568,0.901,0,0,0.594,0
389.6,0.477,55.0,1,0.307,0.886,12.0,0.787,0.028,0.742,1,0,0.627,1
237.0,0.284,58.1,3,0.46,0.82,3.5,0.646,0.687,0.754,1,1,0.872,1
109.2,0.374,54.7,6,0.507,0.821,1.7,0.674,0.612,0.99,1,0,0.371,0
266.3,0.713,64.8,7,0.532,0.896,8.5,0.701,0.323,0.556,1,0,0.826,0
107.5,0.5,76.1,2,0.333,0.835,1.6,0.559,0.372,0.842,1,0,0.75,0
221.6,0.425,50.7,4,0.333,0.864,4.7,0.747,0.756,0.766,1,0,0.141,1
112.5,0.7,66.0,3,0.254,0.918,5.6,0.678,0.493,0.852,1,1,0.418,1
158.4,0.759,94.6,2,1.0,0.579,0.7,0.728,0.551,0.717,1,2,0.774,1
291.3,0.78,97.6,8,0.158,0.813,2.4,0.254,0.524,0.618,1,2,0.671,1
412.5,0.392,93.7,5,0.276,0.606,1.2,0.129,0.432,0.587,1,0,0.399,0
406.8,0.756,41.4,7,0.562,0.322,5.8,0.995,0.681,0.768,0,0,0.143,1
105.6,0.483,95.4,6,0.508,0.686,3.5,0.138,0.802,0.923,1,1,0.501,1
99.4,0.38,67.8,6,0.643,0.617,8.5,0.585,0.366,0.598,1,1,0.172,1
306.7,0.674,76.1,3,0.412,0.864,11.9,0.606,0.955,0.552,1,2,0.73,0
348.6,0.557,86.4,9,0.235,0.921,3.2,0.847,0.476,0.737,1,2,0.622,0
0.0,0.585,81.8,1,0.351,0.443,7.2,0.723,0.835,0.606,1,1,0.459,0
229.6,0.692,45.8,2,0.256,0.886,1.6,0.391,0.18,0.768,0,0,0.54,0
111.4,0.417,57.9,9,0.471,0.791,10.4,0.738,0.087,0.63,0,0,0.206,0
38.4,0.849,69.9,2,0.278,0.85,12.6,0.242,0.221,0.695,0,0,0.696,1
72.9,0.468,53.4,5,0.746,0.276,3.6,0.785,0.439,0.608,0,0,0.363,1
187.5,0.555,89.0,5,0.247,0.802,2.5,0.434,0.614,0.549,1,2,0.763,0
226.5,0.169,92.1,2,0.435,0.967,2.9,0.575,0.268,0.512,1,0,0.477,0
330.9,0.732,71.9,4,0.129,0.641,2.0,0.715,0.23,0.895,1,2,0.539,0
289.0,0.107,79.2,6,0.933,0.52,6.2,0.996,0.653,0.885,1,1,0.86,1
269.2,0.514,66.3,2,0.132,0.466,6.6,0.65,0.216,0.671,1,1,0.109,1
167.9,0.348,67.9,4,0.35,0.381,3.3,0.297,0.429,0.241,0,1,0.138,0
87.5,0.816,82.1,3,0.327,0.861,5.6,0.396,0.663,0.727,1,2,0.211,0
144.8,0.312,41.8,5,0.767,0.397,5.4,0.732,0.664,0.426,0,0,0.109,0
296.5,0.578,78.8,8,0.406,0.929,2.4,0.697,0.786,0.616,1,0,0.349,0
278.6,0.529,66.7,8,0.198,0.735,9.6,0.431,0.493,0.642,1,1,0.065,0
148.7,0.609,56.5,6,0.356,0.481,6.2,0.595,0.708,0.713,1,1,0.192,0
147.8,0.301,68.0,4,0.293,0.892,5.5,0.273,0.646,0.63,1,1,0.722,0
201.9,0.471,92.2,8,0.598,0.292,7.7,0.714,0.696,0.832,0,2,0.216,0
302.6,0.327,56.4,8,0.261,0.471,7.4,0.828,0.843,0.598,1,1,0.672,0
385.6,0.222,72.6,3,0.423,0.65,12.9,0.775,0.787,0.937,1,0,0.905,1
145.3,0.695,94.8,4,0.054,0.757,5.6,0.514,0.527,0.822,1,0,0.466,0
91.5,0.699,48.7,7,0.588,0.707,5.9,0.419,0.219,0.404,0,2,0.125,0
303.2,0.478,65.6,7,0.117,0.629,9.5,0.118,0.484,0.715,1,0,0.613,1
120.2,0.28,67.1,2,0.062,0.652,5.7,0.269,0.516,0.736,1,1,0.208,0
170.5,0.522,77.8,4,0.146,0.275,10.7,0.72,0.273,0.677,0,1,0.386,0
388.0,0.483,73.9,4,0.07,0.741,2.1,0.366,0.614,0.853,1,2,0.875,0
14.2,0.736,54.0,6,0.457,0.402,9.2,0.727,0.383,0.771,0,2,0.202,1
446.2,0.475,78.3,6,0.266,0.983,2.5,0.632,0.762,0.61,1,1,0.464,0
152.6,0.37,70.6,1,0.184,0.646,1.9,0.21,0.319,0.836,1,0,0.394,0
315.3,0.173,80.8,6,0.37,0.923,2.4,0.275,0.7,0.74,1,1,0.474,0
153.0,0.454,79.4,4,0.523,0.582,2.5,0.747,0.374,0.552,0,1,0.277,1
279.8,0.665,54.2,4,0.385,0.886,0.7,0.952,0.495,0.755,1,0,0.73,1
191.1,0.41,86.5,8,0.375,0.461,1.1,0.148,0.218,0.878,1,1,0.55,1
314.2,0.332,68.4,3,0.406,0.553,2.2,0.056,0.382,0.706,0,0,0.612,0
126.8,0.648,78.1,4,0.207,0.723,6.5,0.831,0.73,0.476,1,1,0.107,0
102.0,0.244,73.4,3,0.048,0.858,3.7,0.825,0.608,0.7,0,2,0.022,0
419.5,0.956,98.0,4,0.222,0.635,13.3,0.173,0.343,0.448,1,2,0.662,0
223.2,0.742,72.1,3,0.321,0.645,0.8,0.496,0.346,0.926,1,0,0.532,0
90.7,0.712,60.9,2,0.21,0.623,9.8,0.918,0.677,0.467,0,2,0.117,0
86.1,0.524,67.8,5,0.377,0.882,5.8,0.496,0.495,0.724,0,0,0.706,1
455.2,0.155,60.5,5,0.136,0.766,2.4,0.673,0.482,0.742,1,1,0.687,0
104.3,0.766,77.8,9,0.192,0.422,5.1,0.83,0.459,0.727,1,0,0.292,0
476.8,0.404,59.6,4,0.359,0.984,11.3,0.309,0.095,0.98,1,0,0.734,1
293.9,0.241,86.2,2,0.791,0.205,3.8,0.294,0.861,0.634,1,0,0.778,1
235.7,0.631,68.9,8,0.037,0.968,1.8,0.729,0.683,0.604,1,0,0.352,0
268.7,0.693,50.3,3,0.287,0.889,2.1,0.406,0.456,0.429,1,2,0.761,1
463.8,0.142,92.8,10,0.214,0.982,3.4,0.622,0.059,0.984,1,0,0.502,0
8.9,0.841,27.7,1,0.374,0.876,13.5,0.64,0.197,0.732,0,1,0.684,1
273.6,0.607,73.9,3,0.231,0.98,2.3,0.319,0.78,0.695,1,2,0.83,0
135.8,0.52,69.8,6,0.643,0.918,10.7,0.923,0.468,0.568,1,2,0.195,0
196.6,0.397,39.7,3,0.688,0.9,2.8,0.216,0.584,0.914,1,2,0.372,1
181.4,0.433,72.7,8,0.762,0.785,3.6,0.801,0.371,0.551,1,0,0.238,0
190.7,0.299,62.6,5,0.468,0.899,3.7,0.949,0.346,0.579,1,2,0.513,1
240.7,0.426,68.5,3,0.212,0.786,0.8,0.639,0.621,0.766,1,1,0.43,0
217.4,0.537,90.8,3,0.297,0.85,6.0,0.667,0.696,0.987,1,0,0.662,0
75.5,0.217,74.0,1,0.443,0.69,4.0,0.488,0.116,0.782,0,1,0.409,1
262.0,0.336,67.1,2,0.66,0.959,5.0,0.281,0.617,0.87,1,2,0.556,0
298.8,0.497,69.6,3,0.426,0.741,9.9,0.704,0.323,0.916,1,1,0.432,1
190.4,0.435,99.9,4,0.242,0.666,3.4,0.268,0.386,0.72,1,0,0.761,1
455.5,0.853,80.7,8,0.133,0.913,3.7,0.53,0.2,0.746,1,2,0.741,0
396.9,0.559,62.6,3,0.374,0.989,6.7,0.294,0.379,0.604,1,2,0.704,0
312.8,0.278,65.2,5,0.249,0.603,1.6,0.457,0.738,0.836,1,2,0.553,0
256.5,0.834,49.8,6,0.199,0.576,2.3,0.409,0.375,0.562,1,2,0.11,0
223.3,0.773,65.7,5,0.515,0.462,1.3,0.791,0.556,0.941,1,2,0.438,0
375.6,0.551,97.5,5,0.112,0.665,1.7,0.499,0.367,0.772,1,1,0.779,0
392.8,0.417,69.7,1,0.559,0.302,8.8,0.544,0.692,0.543,1,0,0.352,1
338.9,0.646,56.3,2,0.276,0.608,3.8,0.226,0.634,0.428,1,1,0.751,0
157.3,0.473,78.0,3,0.487,0.925,4.4,0.558,0.67,0.693,1,0,0.363,1
160.6,0.461,61.0,5,0.632,0.601,6.4,0.371,0.828,0.564,1,1,0.281,0
313.1,0.347,82.9,3,0.173,0.781,9.2,0.688,0.622,0.728,1,1,0.674,0
342.2,0.843,71.6,7,0.501,0.608,4.1,0.852,0.839,0.708,1,2,0.826,0
211.5,0.147,92.2,2,0.348,0.575,1.4,0.566,0.644,0.863,1,0,0.466,0
102.7,0.073,53.8,2,0.335,0.595,5.9,0.499,0.401,0.537,0,0,0.287,0
394.3,0.397,55.7,3,0.138,0.954,13.2,0.284,0.296,0.863,0,2,0.614,0
102.0,0.492,85.1,2,0.53,0.904,3.0,0.583,0.057,0.623,1,0,0.433,1
146.5,0.53,47.0,2,0.566,0.913,10.2,0.203,0.239,0.555,1,1,0.786,1
74.0,0.46,69.6,2,0.185,0.526,5.2,0.587,0.665,0.44,0,2,0.605,0
146.2,0.344,86.2,4,0.565,0.784,10.3,0.595,0.3,0.761,0,1,0.851,1
357.2,0.426,41.3,3,0.451,0.808,2.5,0.778,0.372,0.689,1,1,0.613,1
360.9,0.498,72.9,5,0.244,0.889,2.1,0.894,0.203,0.715,1,2,0.609,0
241.9,0.224,54.1,4,0.598,0.733,0.4,0.253,0.556,0.714,1,1,0.763,1
304.6,0.714,49.2,7,0.221,0.758,3.1,0.463,0.41,0.819,0,2,0.811,0
218.8,0.762,57.1,5,0.608,0.526,1.8,0.21,0.142,0.784,0,1,0.669,1
33.9,0.479,63.9,5,0.081,0.677,4.2,0.929,0.829,0.489,1,0,0.21,0
464.0,0.597,62.1,5,0.356,0.722,5.5,0.159,0.313,0.845,1,1,0.623,1
316.2,0.084,82.0,4,0.257,0.746,1.9,0.452,0.392,0.747,0,0,0.184,1
289.0,0.256,76.2,4,0.288,0.89,5.8,0.888,0.495,0.79,1,2,0.767,1
125.9,0.493,65.2,2,0.238,0.882,2.6,0.726,0.315,0.946,0,1,0.614,1
225.3,0.503,56.7,8,0.075,0.82,8.4,0.324,0.755,0.752,1,1,0.744,0
88.8,0.794,69.6,2,0.192,0.735,10.0,0.942,0.762,0.611,1,1,0.029,1
230.7,0.841,100.0,9,0.134,0.644,3.3,0.202,0.71,0.764,1,1,0.42,0
254.1,0.18,62.2,5,0.329,0.771,2.4,0.472,0.512,0.95,1,0,0.504,0
212.5,0.508,66.8,3,0.046,0.491,4.3,0.879,0.567,0.893,1,0,0.84,0
90.0,0.362,60.1,6,0.884,0.665,8.2,0.371,0.288,0.853,0,1,0.806,1
454.5,0.049,88.6,3,0.185,0.884,6.9,0.454,0.119,0.56,1,0,0.578,1
276.1,0.659,88.0,6,0.54,0.87,13.9,0.301,0.155,0.628,1,2,0.908,0
300.2,0.449,68.8,3,0.077,1.0,2.2,0.611,0.709,0.823,1,0,0.874,1
203.5,0.805,66.6,0,0.193,0.621,2.4,0.524,0.5,0.538,1,2,0.721,1
78.2,0.985,61.8,4,0.407,0.764,8.7,0.269,0.88,0.716,1,1,0.731,0
240.8,0.679,70.9,1,0.608,0.982,3.3,0.421,0.817,0.373,1,1,0.746,0
129.4,0.454,80.8,6,0.555,0.739,3.2,0.37,0.663,0.696,1,0,0.087,1
328.0,0.235,75.6,2,0.682,0.949,2.4,0.838,0.391,0.88,1,1,0.809,1
319.7,0.891,90.0,6,0.157,0.836,4.6,0.134,0.574,0.764,1,2,0.428,0
334.2,0.335,64.9,3,0.443,0.566,12.7,0.489,0.661,0.624,1,0,0.944,0
328.7,0.188,39.6,3,0.587,0.935,11.8,0.384,0.158,0.541,0,0,0.39,0
418.4,0.889,100.0,8,0.511,0.758,8.1,0.483,0.575,0.504,1,1,0.503,0
262.9,0.829,75.0,2,0.596,0.534,3.0,0.69,0.593,0.702,1,0,0.634,0
340.9,0.639,82.9,3,0.225,0.993,2.9,0.64,0.626,0.86,1,0,0.651,0
274.3,0.664,61.0,3,0.151,0.955,12.4,0.877,0.547,0.961,1,1,0.613,0
41.0,0.668,55.9,4,0.201,0.248,2.6,0.508,0.644,0.84,0,1,0.717,0
148.0,0.297,68.7,2,0.416,0.487,10.3,0.616,0.609,0.496,0,1,0.275,0
69.6,0.396,38.6,2,0.181,0.881,6.9,0.49,0.546,0.633,1,2,0.194,0
245.5,0.24,68.3,5,0.187,0.827,2.4,0.372,0.514,0.691,0,2,0.418,0
133.0,0.945,86.3,8,0.18,0.934,6.3,0.505,0.788,0.81,1,0,0.635,1
231.6,0.657,72.8,8,0.207,0.514,7.1,0.546,0.731,0.675,1,1,0.195,0
327.9,0.31,75.6,7,0.535,0.602,0.6,0.081,0.756,0.915,1,0,0.481,0
352.4,0.769,96.4,8,0.177,0.884,3.5,0.643,0.72,0.819,1,0,0.333,0
343.1,0.751,71.8,4,0.515,0.455,6.1,0.816,0.562,0.73,1,0,0.189,1
65.6,0.478,48.3,7,0.173,0.374,5.1,0.772,0.771,0.965,1,1,0.987,0
118.1,0.604,72.9,4,0.566,0.726,2.3,0.639,0.871,0.823,1,2,0.692,0
542.1,0.644,99.0,4,0.36,0.211,3.6,0.641,0.329,0.603,1,2,0.572,1
331.0,0.34,67.7,6,0.408,0.631,3.0,0.261,0.725,0.829,1,1,0.559,1
189.7,0.759,92.6,6,0.855,0.276,4.6,0.324,0.499,0.726,1,2,0.048,0
168.5,0.431,80.8,4,0.709,0.794,12.8,0.252,0.592,0.734,0,0,0.092,0
243.7,0.947,69.3,4,0.352,1.0,10.6,0.807,0.61,0.578,1,2,0.716,1
37.3,0.578,59.9,2,0.138,0.763,1.4,0.429,0.869,0.521,1,2,0.74,1
165.0,0.931,79.8,7,0.259,1.0,4.0,0.595,0.459,0.746,1,0,0.844,1
207.7,0.875,89.8,10,0.491,0.874,7.1,0.507,0.247,0.64,1,1,0.646,1
141.3,0.982,49.9,3,0.928,0.939,2.2,0.478,0.748,0.935,1,2,0.475,1
155.6,0.739,73.7,3,0.429,0.92,4.0,0.732,0.195,0.569,1,1,0.626,1
446.5,0.654,37.9,6,0.484,0.749,3.1,0.85,0.764,0.851,1,2,0.203,0
192.3,0.931,67.2,2,0.313,0.807,1.4,0.666,0.736,0.8,1,2,0.567,1
280.6,0.065,51.8,6,0.621,0.815,4.2,0.548,0.561,0.495,1,1,0.847,1
246.7,0.478,79.9,1,0.804,0.702,1.4,0.745,0.303,0.893,1,0,0.576,0
284.8,0.468,62.4,5,0.491,0.834,4.8,0.43,0.872,0.824,1,1,0.469,0
167.5,0.641,88.2,9,0.043,0.483,4.4,0.831,0.856,0.484,1,0,0.432,0
387.2,0.411,67.4,9,0.313,0.8,5.5,0.375,0.364,0.851,1,1,0.963,1
268.8,0.633,63.2,5,0.418,0.617,1.3,0.297,0.326,0.348,1,1,0.415,1
78.4,0.108,49.4,2,0.237,0.474,0.9,0.625,0.69,0.844,0,1,0.509,0
208.2,0.122,77.5,3,0.433,0.564,15.1,0.535,0.153,0.774,0,0,0.466,0
231.1,0.837,81.9,5,0.111,0.733,3.7,0.419,0.377,0.962,1,0,0.726,0
141.0,0.588,79.7,5,0.612,0.812,7.6,0.641,0.443,0.501,1,2,0.302,0
276.0,0.31,81.2,4,0.408,0.721,4.3,0.626,0.231,0.684,1,0,0.367,0
289.8,0.832,77.6,6,0.27,0.653,3.5,0.244,0.581,0.756,1,0,0.647,0
306.8,0.808,83.3,10,0.693,0.929,4.4,0.674,0.367,0.896,1,2,0.882,0
287.3,0.428,84.8,7,0.504,0.873,2.2,0.683,0.71,0.48,1,0,0.919,0
229.4,0.599,84.7,8,0.114,0.7,4.0,0.691,0.494,0.753,1,1,0.642,0
0.0,0.095,45.1,4,0.117,0.456,9.3,0.597,0.948,0.665,0,0,0.098,0
305.6,0.691,65.5,5,0.594,0.824,3.5,0.621,0.64,0.845,1,0,0.355,1
303.7,0.529,52.3,7,0.603,0.946,12.0,0.81,0.057,0.741,0,1,0.726,1
141.7,0.75,79.6,10,0.232,0.803,5.6,0.315,0.104,0.732,1,1,0.818,1
250.9,0.402,94.8,4,0.512,0.824,1.9,0.316,0.633,0.656,1,0,0.425,0
291.3,0.426,84.5,4,0.727,0.689,6.2,0.783,0.558,0.358,1,0,0.454,0
378.8,0.369,66.5,3,0.182,0.973,8.5,0.814,0.525,0.859,1,0,0.773,1
221.1,0.645,73.6,5,0.342,0.533,4.4,0.622,0.263,0.838,1,1,0.157,0
200.4,0.405,71.4,3,0.557,0.656,6.5,0.952,0.559,0.546,1,2,0.03,0
269.1,0.324,69.8,3,0.319,0.463,2.8,1.0,0.675,0.616,1,0,0.181,0
131.3,0.261,48.3,6,0.444,0.512,6.2,0.732,0.437,0.759,0,0,0.279,1
210.3,0.836,84.9,5,0.45,0.712,4.3,0.63,0.689,0.749,1,1,0.24,0
96.7,0.44,50.0,7,0.131,0.726,2.9,0.689,0.841,0.813,1,1,0.11,0
342.1,0.616,66.9,5,0.278,0.752,2.9,0.399,0.487,0.664,1,0,0.461,0
42.9,0.374,85.4,5,0.839,0.549,4.8,0.307,0.662,0.825,1,0,0.458,0
309.8,0.426,66.8,4,0.059,0.859,13.7,0.786,0.566,0.958,1,1,0.519,0
221.9,0.359,73.1,8,0.497,0.53,7.5,0.406,0.249,0.925,1,1,0.368,1
326.2,0.695,73.7,2,0.466,0.922,10.2,0.113,0.556,0.764,1,1,0.487,1
79.1,0.662,67.4,4,0.301,0.747,10.1,0.908,0.266,0.738,1,0,0.155,0
229.9,0.375,73.6,3,0.231,0.548,6.6,0.182,0.855,0.828,1,2,0.615,0
226.7,0.599,75.0,2,0.15,0.891,3.2,0.15,0.623,0.53,1,1,0.65,0
297.7,0.271,76.0,5,0.588,0.823,5.2,0.79,0.271,0.767,1,1,0.726,0
104.8,0.726,59.5,0,0.305,0.778,1.8,0.754,0.42,0.573,1,0,0.412,1
320.0,0.08,53.3,0,0.103,0.941,5.1,0.64,0.454,0.644,1,2,0.841,1
17.0,0.826,86.0,7,0.316,0.98,5.1,0.151,0.589,0.647,1,2,0.661,0
146.5,0.491,86.6,1,0.725,0.44,3.7,0.105,0.223,0.624,0,0,0.668,1
48.1,0.891,76.7,2,0.42,0.256,3.7,0.225,0.549,0.545,0,2,0.578,0
311.1,0.803,76.6,3,0.181,0.757,3.4,0.506,0.575,0.902,1,2,0.454,0
294.0,0.773,62.2,9,0.284,0.524,6.0,0.491,0.407,0.887,1,0,0.777,1
270.2,0.707,37.9,6,0.285,0.874,5.1,0.637,0.481,0.653,1,2,0.353,0
327.1,0.347,63.0,3,0.258,0.686,11.0,0.785,0.32,0.644,0,0,0.297,0
130.2,0.75,39.9,2,0.301,0.559,12.3,0.298,0.806,0.837,0,0,0.132,1
287.1,0.555,74.6,4,0.332,0.745,4.6,0.259,0.383,0.873,1,0,0.617,0
257.3,0.384,93.3,4,0.409,0.552,3.1,0.468,0.921,0.568,1,1,0.737,0
240.5,0.446,66.4,6,0.539,0.977,3.2,0.515,0.392,0.91,1,1,0.771,0
308.7,0.584,58.7,5,0.184,0.586,3.2,0.703,0.316,0.572,1,1,0.209,0
449.0,0.337,57.9,8,0.464,0.589,2.6,0.612,0.743,0.494,1,0,0.545,0
202.5,0.581,75.6,7,0.132,0.806,7.2,0.515,0.575,0.601,1,0,0.844,0
311.7,0.529,71.5,6,0.383,0.444,6.2,0.408,0.573,0.865,1,2,0.581,0
255.1,0.95,57.7,4,0.271,0.874,3.6,0.642,0.511,0.713,0,2,0.552,0
286.4,0.984,87.8,5,0.178,0.857,9.1,0.219,0.249,0.83,1,2,0.797,0
247.2,0.464,100.0,4,0.111,0.546,4.1,0.494,0.73,0.809,1,0,0.418,1
128.4,0.36,83.2,8,0.216,0.872,7.3,0.651,0.739,0.653,1,2,0.31,0
0.0,0.497,73.5,8,0.179,0.877,2.2,0.531,0.463,0.857,1,2,0.759,0
418.8,0.329,73.3,2,0.662,0.832,6.5,0.198,0.579,0.868,0,1,0.814,1
143.6,0.663,64.8,3,0.187,0.767,1.0,0.183,0.719,0.606,1,0,0.565,0
138.4,0.755,59.0,5,0.659,0.687,5.4,0.421,0.724,0.825,0,2,0.24,0
195.8,0.863,85.4,2,0.475,0.587,3.4,0.086,0.64,0.747,1,1,0.636,0
133.8,0.645,86.0,3,0.405,0.953,4.8,0.582,0.627,0.439,1,0,0.409,0
276.4,0.576,58.6,2,0.318,1.0,13.5,0.093,0.529,0.9,1,0,0.671,1
160.1,0.667,71.6,7,0.313,0.846,4.2,0.808,0.639,0.46,1,1,0.278,0
141.2,0.115,87.6,0,0.279,0.669,5.7,0.514,0.663,0.62,1,0,0.48,1
236.4,0.668,67.1,4,0.519,0.379,6.4,0.37,0.885,0.677,1,0,0.531,0
246.4,0.436,72.0,3,0.342,0.209,6.7,0.165,0.694,0.824,1,1,0.855,0
352.1,0.704,84.7,2,0.119,0.304,3.5,0.519,0.26,0.933,1,2,0.857,0
72.6,0.743,82.1,2,0.338,0.836,1.6,0.074,0.296,0.695,1,0,0.396,0
161.4,0.762,81.0,1,0.131,0.784,5.0,0.463,0.7,0.642,1,1,0.926,0
244.8,0.779,70.1,4,0.759,0.618,4.6,0.982,0.521,0.733,1,2,0.249,1
179.6,0.615,80.4,1,0.47,0.912,5.2,0.836,0.5,0.753,1,2,0.815,0
120.6,0.207,68.1,1,0.171,0.543,2.6,0.285,0.373,0.884,1,2,0.339,1
100.1,0.606,50.9,2,0.184,0.523,7.2,0.725,0.638,0.618,1,0,0.326,1
208.9,0.543,50.2,3,0.247,0.774,10.1,0.538,0.029,0.92,0,2,0.552,0
209.3,0.791,80.3,8,0.219,0.665,2.3,0.423,0.681,0.718,1,2,0.351,1
226.9,0.188,76.5,5,0.616,0.891,5.6,0.342,0.845,0.823,1,0,0.836,0
106.9,0.142,78.4,8,0.074,0.527,4.0,0.558,0.707,0.649,1,1,0.501,0
335.0,0.392,63.4,9,0.223,0.907,6.6,0.31,0.461,0.59,1,1,0.685,0
365.9,0.166,73.4,8,0.171,0.82,2.0,0.779,0.264,0.885,1,1,0.462,0
9.9,0.82,73.1,3,0.584,0.901,0.8,0.36,0.904,0.716,1,0,0.665,0
49.1,0.828,89.9,4,0.554,0.802,3.2,0.357,0.302,0.912,1,2,0.631,0
330.3,0.316,83.9,3,0.701,0.771,6.2,0.894,0.344,0.84,1,2,0.45,1
337.7,0.761,56.1,3,0.51,0.466,5.0,0.876,0.44,0.801,1,1,0.329,0
0.0,0.199,79.1,6,0.248,0.893,1.5,0.252,0.585,0.627,1,2,0.334,1
254.7,0.721,56.0,5,0.106,0.757,6.7,0.533,0.667,0.758,1,1,0.223,0
430.2,0.656,38.4,3,0.63,0.596,3.3,0.449,0.863,0.833,1,2,0.887,0
125.1,0.863,96.2,5,0.291,0.678,3.2,0.552,0.483,0.948,1,1,0.434,0
338.8,0.509,61.3,6,0.5,0.689,6.1,0.558,0.365,0.715,1,1,0.187,0
145.4,0.121,81.1,2,0.579,0.508,11.5,1.0,0.62,0.769,1,0,0.16,0
254.6,0.668,62.7,3,0.311,0.729,1.5,0.436,0.365,0.744,1,1,0.632,1
85.9,0.296,55.2,1,0.469,0.761,5.3,0.197,0.598,0.729,1,0,0.308,0
360.1,0.455,67.3,1,0.238,0.618,7.7,0.48,0.552,0.679,1,0,0.765,0
256.8,0.574,70.0,4,1.0,0.735,11.9,0.368,0.681,0.367,1,0,0.309,1
409.7,0.825,74.5,5,0.127,0.428,8.8,0.779,0.522,0.885,1,2,0.408,1
378.5,0.268,79.0,5,0.418,0.651,1.8,0.709,0.377,0.491,1,0,0.51,1
219.0,0.943,65.1,8,0.176,0.647,3.5,0.815,0.817,0.892,1,2,0.351,0
591.9,0.307,75.6,6,0.447,0.612,3.2,0.839,0.555,0.774,1,2,0.712,1
398.6,0.719,63.2,9,0.341,0.799,1.6,0.753,0.839,0.66,1,0,0.739,0
309.5,0.61,95.6,4,0.437,0.859,4.4,0.619,0.311,0.598,1,1,0.808,1
110.3,0.069,53.6,5,0.187,0.675,2.4,0.754,0.893,0.704,1,1,0.613,0
51.7,0.893,60.5,4,0.772,0.885,2.5,0.131,0.508,0.421,0,1,0.628,0
91.0,0.832,69.1,3,0.363,0.758,21.4,0.804,0.581,0.538,1,2,0.769,1
62.3,0.414,99.9,3,0.516,0.824,4.6,0.941,0.028,0.728,0,1,0.282,1
401.5,0.712,85.7,5,0.37,0.724,6.0,0.241,0.337,0.78,1,1,0.925,0
273.6,0.881,60.0,8,0.319,0.531,2.5,0.427,0.926,0.843,1,1,0.482,0
182.5,0.3,86.5,2,0.451,0.8,2.0,0.305,0.246,0.679,1,2,0.848,1
150.1,0.028,73.7,8,0.703,0.5,4.2,0.714,0.798,0.781,1,1,0.208,0
191.6,0.9,75.8,5,0.056,0.914,3.4,0.755,0.935,0.417,1,1,0.639,0
338.0,0.685,84.7,3,0.285,0.938,5.0,0.432,0.547,0.729,1,2,0.786,0
